line,col,source,char,lib,file,function,optimization,opt,arch,clangversion,type,id,leaks_secret,fixed_upstream
77,14,    Slen = v * ((saltlen + v - 1) / v);,*,openssl,providers/implementations/kdfs/pkcs12kdf.c,kdf_pkcs12_derive,Ofast|O3|O2,levels,X8664,clang14|clang18|clang20,cjump,221,NO,not_fixed
141,10,    bits += 1 & mask;,+,openssl,crypto/bn/bn_lib.c,BN_num_bits,Ofast|Os--inline-call-penalty=100|Os--inline-threshold=100|O1|O3|O2,levels|flag1,RISCV,clang14,cjump,420,NO,not_fixed
117,10,    bits += 16 & mask;,+,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,416,NO,not_fixed
117,16,    bits += 16 & mask;,&,openssl,crypto/bn/bn_lib.c,BN_num_bits,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|O3--mispredict-default-rate=0|Ofast--mispredict-default-rate=0,flag1,AArch64,clang18,cjump,160,YES,not_fixed
135,10,    bits += 2 & mask;,+,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,419,NO,not_fixed
135,15,    bits += 2 & mask;,&,openssl,crypto/bn/bn_lib.c,BN_num_bits,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|O3--mispredict-default-rate=0|Ofast--mispredict-default-rate=0,flag1,AArch64,clang18,cjump,166,YES,not_fixed
110,10,    bits += 32 & mask;,+,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,415,NO,not_fixed
110,16,    bits += 32 & mask;,&,openssl,crypto/bn/bn_lib.c,BN_num_bits,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|O3--mispredict-default-rate=0|Ofast--mispredict-default-rate=0,flag1,AArch64,clang18,cjump,158,YES,not_fixed
129,10,    bits += 4 & mask;,+,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,418,NO,not_fixed
129,15,    bits += 4 & mask;,&,openssl,crypto/bn/bn_lib.c,BN_num_bits,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|O3--mispredict-default-rate=0|Ofast--mispredict-default-rate=0,flag1,AArch64,clang18,cjump,164,YES,not_fixed
123,10,    bits += 8 & mask;,+,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,417,NO,not_fixed
123,15,    bits += 8 & mask;,&,openssl,crypto/bn/bn_lib.c,BN_num_bits,O3--disable-loop-level-heuristics|Ofast--disable-loop-level-heuristics|O3--mispredict-default-rate=0|Ofast--mispredict-default-rate=0,flag1,AArch64,clang18,cjump,162,YES,not_fixed
891,24,    es->err_flags[top] |= clear;,|,openssl,crypto/err/err.c,err_clear_last_constant_time,O1--attributor-enable=all|Os--attributor-enable=all|O2--attributor-enable=all|O3--attributor-enable=all|Oz--attributor-enable=all,flag1,RISCV,clang14,cjump,429,NO,not_fixed
240,10,"    good &= constant_time_ge(tlen, mlen);",&,openssl,crypto/rsa/rsa_pk1.c,RSA_padding_check_PKCS1_type_2,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,212,YES,not_fixed
299,10,"    good &= constant_time_ge(tlen, mlen);",&,openssl,crypto/rsa/rsa_oaep.c,RSA_padding_check_PKCS1_OAEP_mgf1,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,210,YES,not_fixed
499,10,"    good &= constant_time_ge(tlen, num - msg_index);",&,openssl,crypto/rsa/rsa_pk1.c,ossl_rsa_padding_check_PKCS1_type_2,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,213,YES,not_fixed
228,10,"    good &= constant_time_ge(zero_index, 2 + 8);",&,openssl,crypto/rsa/rsa_pk1.c,RSA_padding_check_PKCS1_type_2,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Oz--disable-cgp,flag1,X8664|RISCV,clang14|clang20,cjump,443,YES,not_fixed
486,10,"    good &= constant_time_ge(zero_index, 2 + 8);",&,openssl,crypto/rsa/rsa_pk1.c,ossl_rsa_padding_check_PKCS1_type_2,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all,flag1,X8664|RISCV,clang20,cjump,601,YES,not_fixed
271,10,"    good &= constant_time_is_zero(CRYPTO_memcmp(db, phash, mdlen));",&,openssl,crypto/rsa/rsa_oaep.c,RSA_padding_check_PKCS1_OAEP_mgf1,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,441,YES,not_fixed
622,10,    good &= version_good;,&,openssl,crypto/rsa/rsa_pk1.c,ossl_rsa_padding_check_PKCS1_type_2_TLS,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Oz--fast-isel|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all,flag1,X8664|RISCV,clang18|clang20,cjump,214,YES,not_fixed
169,7,    h ^= s >> 52;,^,openssl,crypto/bn/bn_gf2m.c,bn_GF2m_mul_1x1,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,414,YES,not_fixed
166,7,    h ^= s >> 56;,^,openssl,crypto/bn/bn_gf2m.c,bn_GF2m_mul_1x1,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,413,YES,not_fixed
167,7,    i |= (xclass & V_ASN1_PRIVATE);,|,openssl,crypto/asn1/asn1_lib.c,ASN1_put_object,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,408,NO,not_fixed
80,55,    int64_t low_mask = -((int64_t)(high_carry >> 63)) & 0x87;,&,openssl,crypto/modes/siv128.c,siv128_dbl|ossl_siv128_aad|siv128_do_s2v_p,Oz-fglobal-isel|O1-fglobal-isel,flag1,RISCV,clang18|clang20,cjump,204,YES,not_fixed
111,7,    l ^= (x ^ l) & mask;,^,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Oz-fglobal-isel|Oz--pre-RA-sched=linearize|Ofast-fglobal-isel|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Ofast|Os--pre-RA-sched=linearize|Oz--pre-RA-sched=fast|O2-fglobal-isel|Oz--x86-cmov-converter-force-all|O2|O1--pre-RA-sched=linearize|O1--x86-cmov-converter-force-all|O3-fglobal-isel|Os--x86-cmov-converter-force-all|O3--pre-RA-sched=linearize|O3--x86-cmov-converter-force-all|O3--mispredict-default-rate=0|Os--inline-call-penalty=100|Os--inline-threshold=100|O1|O3|Os-fglobal-isel|Ofast--pre-RA-sched=linearize|O1-fglobal-isel|Ofast--mispredict-default-rate=0|O2--pre-RA-sched=linearize|Os--pre-RA-sched=fast,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,159,YES,not_fixed
118,7,    l ^= (x ^ l) & mask;,^,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Oz-fglobal-isel|Oz--pre-RA-sched=linearize|Ofast-fglobal-isel|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Ofast|Os--pre-RA-sched=linearize|Oz--pre-RA-sched=fast|O2-fglobal-isel|Oz--x86-cmov-converter-force-all|O2|O1--x86-cmov-converter-force-all|O3-fglobal-isel|Os--x86-cmov-converter-force-all|O3--x86-cmov-converter-force-all|O3--mispredict-default-rate=0|Os--inline-call-penalty=100|Os--inline-threshold=100|O1|O3|Os-fglobal-isel|O1-fglobal-isel|Ofast--mispredict-default-rate=0|Os--pre-RA-sched=fast,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,161,YES,not_fixed
124,7,    l ^= (x ^ l) & mask;,^,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Oz-fglobal-isel|Oz--pre-RA-sched=linearize|Ofast-fglobal-isel|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Ofast|Os--pre-RA-sched=linearize|Oz--pre-RA-sched=fast|O2-fglobal-isel|Oz--x86-cmov-converter-force-all|O2|O1--x86-cmov-converter-force-all|O3-fglobal-isel|Os--x86-cmov-converter-force-all|O3--x86-cmov-converter-force-all|O3--mispredict-default-rate=0|Os--inline-call-penalty=100|Os--inline-threshold=100|O1|O3|Os-fglobal-isel|O1-fglobal-isel|Ofast--mispredict-default-rate=0|Os--pre-RA-sched=fast,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,161,YES,not_fixed
130,7,    l ^= (x ^ l) & mask;,^,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Oz-fglobal-isel|Oz--pre-RA-sched=linearize|Ofast-fglobal-isel|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Ofast|Os--pre-RA-sched=linearize|Oz--pre-RA-sched=fast|O2-fglobal-isel|Oz--x86-cmov-converter-force-all|O2|O1--x86-cmov-converter-force-all|O3-fglobal-isel|Os--x86-cmov-converter-force-all|O3--x86-cmov-converter-force-all|O3--mispredict-default-rate=0|Os--inline-call-penalty=100|Os--inline-threshold=100|O1|O3|Os-fglobal-isel|O1-fglobal-isel|Ofast--mispredict-default-rate=0|Os--pre-RA-sched=fast,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,161,YES,not_fixed
136,7,    l ^= (x ^ l) & mask;,^,openssl,crypto/bn/bn_lib.c,BN_num_bits|BN_num_bits_word,Oz-fglobal-isel|Ofast-fglobal-isel|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Ofast|O2-fglobal-isel|Oz--x86-cmov-converter-force-all|O2|O1--x86-cmov-converter-force-all|O3-fglobal-isel|Os--x86-cmov-converter-force-all|O3--x86-cmov-converter-force-all|O3--mispredict-default-rate=0|Os--inline-call-penalty=100|Os--inline-threshold=100|O1|O3|Os-fglobal-isel|O1-fglobal-isel|Ofast--mispredict-default-rate=0,levels|flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,167,YES,not_fixed
162,7,    l ^= s << 4;,^,openssl,crypto/bn/bn_gf2m.c,bn_GF2m_mul_1x1,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,411,YES,not_fixed
165,7,    l ^= s << 8;,^,openssl,crypto/bn/bn_gf2m.c,bn_GF2m_mul_1x1,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,412,YES,not_fixed
84,22,    low = (low << 1) ^ (uint64_t)low_mask;,^,openssl,crypto/modes/siv128.c,ossl_siv128_aad|siv128_do_s2v_p|siv128_dbl,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,435,YES,not_fixed
68,23,    mask = (0 - mask) & 0x87;,&,openssl,crypto/modes/ocb128.c,ocb_lookup_l|CRYPTO_ocb128_aad|CRYPTO_ocb128_decrypt|CRYPTO_ocb128_encrypt|CRYPTO_ocb128_init|ocb_double,O3--disable-loop-level-heuristics|Oz-fglobal-isel|O2--fast-isel|Oz--fast-isel|O1--fast-isel|Ofast--disable-loop-level-heuristics|Ofast-fglobal-isel|Os-fglobal-isel|O3-fglobal-isel|O3--fast-isel|Ofast--fast-isel|O1-fglobal-isel|O2-fglobal-isel|Os--fast-isel,flag1,X8664|AArch64|RISCV,clang14|clang18|clang20,cjump,203,YES,not_fixed
34,33,    mask = -(int64_t)(t[1] & 1) & 0xe1;,&,openssl,providers/implementations/ciphers/cipher_aes_gcm_siv_polyval.c,ossl_polyval_ghash_init,O1-fglobal-isel,flag1,RISCV,clang20,cjump,603,YES,not_fixed
271,10,    olen *= blocklen;,*,openssl,crypto/cms/cms_pwri.c,kek_wrap_key,Ofast|O3|O2,levels,X8664,clang14|clang18|clang20,cjump,177,NO,not_fixed
72,16,    out->c[15] ^= mask;,^,openssl,crypto/modes/ocb128.c,ocb_lookup_l|CRYPTO_ocb128_aad|CRYPTO_ocb128_decrypt|CRYPTO_ocb128_encrypt|CRYPTO_ocb128_init|ocb_double,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,434,YES,not_fixed
144,9,    ret &= ctx->have_user_tag;,&,openssl,providers/implementations/ciphers/cipher_aes_gcm_siv_hw.c,aes_gcm_siv_cipher,O1-fglobal-isel,flag1,RISCV,clang20,cjump,602,NO,not_fixed
83,22,    return (int)(res & 1);,&,openssl,crypto/des/set_key.c,DES_check_key_parity,O3--x86-cmov-converter-force-all|Ofast-fglobal-isel|O3-fglobal-isel|O2-fglobal-isel|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all,flag1,X8664|RISCV,clang18,cjump,181,YES,not_fixed
475,18,    return (mask & x) | (~mask & subtracted);,&,openssl,crypto/ml_kem/ml_kem.c,scalar_mult|inner_product|scalar_add|scalar_ntt|genkey|decap|scalar_inverse_ntt|reduce|encrypt_cpa,O3--disable-loop-level-heuristics|Oz-fglobal-isel|O2--fast-isel|Oz--fast-isel|O1--fast-isel|Ofast--disable-loop-level-heuristics|O3--fast-isel|Ofast--fast-isel|O1-fglobal-isel|Os--fast-isel,flag1,X8664|AArch64|RISCV,clang14|clang18|clang20,cjump,196,YES,not_fixed
475,23,    return (mask & x) | (~mask & subtracted);,|,openssl,crypto/ml_kem/ml_kem.c,scalar_mult|inner_product|scalar_add|scalar_ntt|genkey|decap|scalar_inverse_ntt|reduce|encrypt_cpa,Ofast|O1|Os|O3|O2|Oz,levels,RISCV,clang14,cjump,431,YES,not_fixed
475,32,    return (mask & x) | (~mask & subtracted);,&,openssl,crypto/ml_kem/ml_kem.c,scalar_mult|inner_product|scalar_add|scalar_ntt|genkey|decap|scalar_inverse_ntt|reduce|encrypt_cpa,O3--x86-cmov-converter-force-all|Oz-fglobal-isel|O1--x86-cmov-converter-force-all|O2--fast-isel|Oz--fast-isel|O1--fast-isel|Os--x86-cmov-converter-force-all|O3--fast-isel|Ofast--fast-isel|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Os--fast-isel,flag1,X8664|RISCV,clang14|clang18|clang20,cjump,197,YES,not_fixed
341,33,    return (value_barrier(mask) & a) | (value_barrier(~mask) & b);,&,openssl,crypto/ec/curve448/curve448.c,ossl_curve448_precomputed_scalarmul,Ofast--attributor-enable=all|O3--attributor-enable=all|Os--attributor-enable=all|O2--attributor-enable=module|O3--attributor-enable=module|O2--attributor-enable=all|Os--attributor-enable=module|Ofast--attributor-enable=module,flag1,X8664,clang18|clang20,cjump,185,YES,not_fixed
341,38,    return (value_barrier(mask) & a) | (value_barrier(~mask) & b);,|,openssl,crypto/ml_dsa/ml_dsa_sign.c|crypto/bn/bn_lib.c|crypto/rsa/rsa_oaep.c|crypto/rsa/rsa_pmeth.c|crypto/ml_dsa/ml_dsa_key_compress.c|crypto/rsa/rsa_pk1.c|ssl/record/methods/ssl3_cbc.c,pkey_rsa_decrypt|ossl_ml_dsa_sign|BN_ucmp|RSA_padding_check_PKCS1_type_2|ossl_rsa_padding_check_PKCS1_type_2|ossl_ml_dsa_verify|ossl_ml_dsa_key_compress_power2_round|RSA_padding_check_PKCS1_OAEP_mgf1|ssl3_cbc_digest_record|bn_correct_top_consttime,O1--attributor-enable=all|O1--attributor-enable=cgscc|Ofast--attributor-enable=cgscc|O1--attributor-enable=module|Os--attributor-enable=all|Ofast--attributor-enable=all|O2--attributor-enable=module|O3--attributor-enable=module|O3--attributor-enable=cgscc|Os--attributor-enable=cgscc|O2--attributor-enable=all|O2--attributor-enable=cgscc|Ofast--attributor-enable=module|Os--attributor-enable=module|O3--attributor-enable=all|Oz--attributor-enable=cgscc|Oz--attributor-enable=module|Oz--attributor-enable=all,flag1,X8664|MIPS64|MIPS32EL|ARM|AArch64|RISCV,clang14|clang18|clang20,cjump|mmem,215,YES,not_fixed
341,62,    return (value_barrier(mask) & a) | (value_barrier(~mask) & b);,&,openssl,crypto/bn/bn_lib.c|crypto/ml_dsa/ml_dsa_key_compress.c,bn_correct_top_consttime|ossl_ml_dsa_key_compress_power2_round,O1--attributor-enable=all|O1--attributor-enable=cgscc|O1--attributor-enable=module|Ofast--attributor-enable=all|Os--attributor-enable=all|Ofast--attributor-enable=cgscc|O2--attributor-enable=module|O3--attributor-enable=module|O3--attributor-enable=cgscc|Os--attributor-enable=cgscc|O2--attributor-enable=all|O2--attributor-enable=cgscc|Ofast--attributor-enable=module|Os--attributor-enable=module|O3--attributor-enable=all|Oz--attributor-enable=cgscc|Oz--attributor-enable=module|Oz--attributor-enable=all,flag1,X8664|RISCV,clang14|clang18|clang20,cjump,194,YES,not_fixed
373,36,    return (value_barrier_32(mask) & a) | (value_barrier_32(~mask) & b);,&,openssl,crypto/ml_dsa/ml_dsa_sample.c,rej_bounded_poly,O1--attributor-enable=all|O1--attributor-enable=module,flag1,X8664,clang20,cjump,588,YES,not_fixed
373,41,    return (value_barrier_32(mask) & a) | (value_barrier_32(~mask) & b);,|,openssl,crypto/ml_dsa/ml_dsa_ntt.c|crypto/ml_dsa/ml_dsa_encoders.c|crypto/ml_dsa/ml_dsa_sample.c|crypto/ml_dsa/ml_dsa_matrix.c|crypto/ml_dsa/ml_dsa_key.c|crypto/ml_dsa/ml_dsa_key_compress.c|crypto/ml_dsa/ml_dsa_sign.c,ossl_ml_dsa_key_compress_make_hint|ossl_ml_dsa_poly_ntt_inverse|ossl_ml_dsa_sign|poly_encode_signed_two_to_power_17|poly_encode_signed_two_to_power_19|ossl_ml_dsa_matrix_mult_vector|coeff_from_nibble_2|poly_decode_signed_4|ossl_ml_dsa_poly_sample_in_ball|ossl_ml_dsa_sk_encode|ossl_ml_dsa_verify|ossl_ml_dsa_poly_decode_expand_mask|public_from_private|ossl_ml_dsa_sig_decode|rej_bounded_poly|poly_decode_signed_2|poly_encode_signed_2|poly_decode_signed_two_to_power_19|ossl_ml_dsa_sk_decode|ossl_ml_dsa_poly_ntt|ossl_ml_dsa_poly_ntt_mult|poly_decode_signed_two_to_power_17|coeff_from_nibble_4|poly_encode_signed_4|reduce_montgomery|ossl_ml_dsa_sig_encode,O1--attributor-enable=all|O1--attributor-enable=module|O1--attributor-enable=cgscc|Ofast--attributor-enable=cgscc|Os--attributor-enable=all|Ofast--attributor-enable=all|O2--attributor-enable=module|O3--attributor-enable=module|O3--attributor-enable=cgscc|Os--attributor-enable=cgscc|O2--attributor-enable=all|O2--attributor-enable=cgscc|Ofast--attributor-enable=module|Os--attributor-enable=module|O3--attributor-enable=all|Oz--attributor-enable=cgscc|Oz--attributor-enable=module|Oz--attributor-enable=all,flag1,AArch64|X8664|RISCV,clang14|clang18|clang20,cjump,190,YES,not_fixed
373,68,    return (value_barrier_32(mask) & a) | (value_barrier_32(~mask) & b);,&,openssl,crypto/ml_dsa/ml_dsa_sample.c,coeff_from_nibble_4|ossl_ml_dsa_poly_sample_in_ball|coeff_from_nibble_2,O1--attributor-enable=all|O1--attributor-enable=module,flag1,RISCV,clang20,cjump,589,YES,not_fixed
188,36,    return (value_barrier_bn(mask) & a) | (value_barrier_bn(~mask) & b);,&,openssl,crypto/bn/bn_gcd.c,BN_gcd,O1--attributor-enable=all,flag1,RISCV,clang14,cjump,410,YES,not_fixed
188,41,    return (value_barrier_bn(mask) & a) | (value_barrier_bn(~mask) & b);,|,openssl,crypto/bn/bn_gcd.c,BN_gcd,O1--attributor-enable=all|O1--attributor-enable=module|O1--attributor-enable=cgscc|Ofast--attributor-enable=cgscc|Os--attributor-enable=all|Ofast--attributor-enable=all|O2--attributor-enable=module|O3--attributor-enable=module|O3--attributor-enable=cgscc|Os--attributor-enable=cgscc|O2--attributor-enable=all|O2--attributor-enable=cgscc|Ofast--attributor-enable=module|Os--attributor-enable=module|O3--attributor-enable=all|Oz--attributor-enable=cgscc|Oz--attributor-enable=module|Oz--attributor-enable=all,flag1,RISCV,clang14|clang18|clang20,cjump,153,YES,not_fixed
348,35,    return (value_barrier_s(mask) & a) | (value_barrier_s(~mask) & b);,&,openssl,crypto/rsa/rsa_pmeth.c|providers/implementations/asymciphers/rsa_enc.c,rsa_decrypt|pkey_rsa_decrypt,O1--attributor-enable=all|Oz--attributor-enable=all|O2--attributor-enable=all|Os--attributor-enable=all,flag1,X8664,clang14,cjump,446,YES,not_fixed
348,40,    return (value_barrier_s(mask) & a) | (value_barrier_s(~mask) & b);,|,openssl,providers/implementations/asymciphers/rsa_enc.c|crypto/rsa/rsa_pmeth.c,rsa_decrypt|pkey_rsa_decrypt,O1--attributor-enable=cgscc|O1--attributor-enable=module|Ofast--attributor-enable=cgscc|O1--attributor-enable=all|O3--attributor-enable=all|Os--attributor-enable=all|O2--attributor-enable=module|O3--attributor-enable=module|O3--attributor-enable=cgscc|Os--attributor-enable=cgscc|O2--attributor-enable=all|O2--attributor-enable=cgscc|Os--attributor-enable=module|Ofast--attributor-enable=module|Oz--attributor-enable=cgscc|Oz--attributor-enable=module|Oz--attributor-enable=all,flag1,X8664|RISCV,clang14|clang18|clang20,cjump,220,YES,not_fixed
153,58,"    return ctr_BCC_block(ctr, ctr->KX, bltmp, num_of_blk * AES_BLOCK_SIZE);",*,openssl,providers/implementations/rands/drbg_ctr.c,ctr_update,Ofast|O1|Os--inline-instr-cost=0|O3|O2,levels|flag1,RISCV,clang14|clang18|clang20,cjump,225,NO,not_fixed
176,16,    return ret & mask;,&,openssl,crypto/bn/bn_lib.c,BN_bn2binpad|BN_bn2lebinpad|BN_num_bits|BN_bn2nativepad,Oz-fglobal-isel|O2--inline-instr-cost=0|Ofast-fglobal-isel|Ofast--inline-call-penalty=-1|Ofast--inline-instr-cost=-1|O2--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|Ofast|O3--inline-instr-cost=0|O2-fglobal-isel|O2--inline-call-penalty=-1|O2--inline-instr-cost=-1|Oz--x86-cmov-converter-force-all|O2|Oz|O1--x86-cmov-converter-force-all|Ofast--inline-instr-cost=0|O3--inline-call-penalty=-1|Os|O3-fglobal-isel|Os--x86-cmov-converter-force-all|O3--inline-instr-cost=-1|O3--x86-cmov-converter-force-all|O1|O3|Os-fglobal-isel|O1-fglobal-isel,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,168,YES,not_fixed
96,17,    return succ & word_is_zero((word_t)buffer) & ~word_is_zero((word_t)scarry);,&,openssl,crypto/ec/curve448/f_generic.c,gf_deserialize,Oz-fglobal-isel|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|O2-fglobal-isel|Oz--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,186,NO,not_fixed
96,48,    return succ & word_is_zero((word_t)buffer) & ~word_is_zero((word_t)scarry);,&,openssl,crypto/ec/curve448/f_generic.c,gf_deserialize,O3--x86-cmov-converter-force-all|Oz-fglobal-isel|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|O2-fglobal-isel|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,187,NO,not_fixed
350,10,"    succ &= gf_isr(p->t, p->x); /* 1/sqrt(num * denom) */",&,openssl,crypto/ec/curve448/curve448.c,ossl_curve448_point_decode_like_eddsa_and_mul_by_ratio,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all,flag1,X8664,clang18|clang20,cjump,184,NO,not_fixed
342,10,    succ &= word_is_zero(enc2[EDDSA_448_PRIVATE_BYTES - 1]);,&,openssl,crypto/ec/curve448/curve448.c,ossl_curve448_point_decode_like_eddsa_and_mul_by_ratio,Ofast|O1|Os|O3|O1-fglobal-isel|O2|Oz,levels|flag1,RISCV,clang14|clang20,cjump,426,NO,not_fixed
269,13,"    success *= BIO_printf(out, ""\n"") > 0;",*,openssl,apps/lib/s_socket.c,report_server_accept,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Ofast|O1|Os|O3|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all|O2|Oz,levels|flag1,X8664|RISCV,clang14|clang18|clang20,cjump,141,NO,not_fixed
632,28,    sz = (len + w - 1) / w * w;,*,openssl,providers/implementations/macs/kmac_prov.c,kmac_init|kmac_setkey,Ofast|O3|O2,levels,X8664,clang14|clang18|clang20,cjump,224,NO,not_fixed
986,59,    t = ((a->flags ^ b->flags) & BN_CONSTTIME_SWAP_FLAGS) & condition;,&,openssl,crypto/bn/bn_lib.c,BN_consttime_swap,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all,flag1,X8664|RISCV,clang20,cjump,584,YES,not_fixed
958,27,    t = (a->neg ^ b->neg) & condition;,&,openssl,crypto/bn/bn_lib.c,BN_consttime_swap,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all,flag1,X8664|RISCV,clang20,cjump,583,YES,not_fixed
954,27,    t = (a->top ^ b->top) & condition;,&,openssl,crypto/bn/bn_lib.c,BN_consttime_swap,O3--x86-cmov-converter-force-all|O1--x86-cmov-converter-force-all|Os--x86-cmov-converter-force-all|O1-fglobal-isel|O2--x86-cmov-converter-force-all|Oz--x86-cmov-converter-force-all|Ofast--x86-cmov-converter-force-all,flag1,X8664|RISCV,clang20,cjump,582,YES,not_fixed
